age_class,GESCHL,areaID,GEBSTAAT_OE,GEBSTAAT_EU,age,STAATB_OE,EDU_HAB_NAT,Beruf_cat1,Beruf_cat2,Beruf_cat3,Beruf_cat0,Nachtig_pEinw,Betriebe_pEinw,Betten_pEinw,einkommen,einkommen_q1_anteil,einkommen_q5_anteil,ASBESCH_pEinw1,ASBESCH_pEinw2,ASBESCH_pEinw3,ASUMS_pEinw1,ASUMS_pEinw2,ASUMS_pEinw3,Ankunft_pEinw_q1,Ankunft_pEinw_q2,Ankunft_pEinw_q3,Ankunft_pEinw_q4,G3_enc,weight,ID,strata
3,2,003,1,1,42,1,2,0,0,0,0,25,0.01,0.15,40505,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13096,32
3,2,003,1,1,37,1,2,0,0,0,0,25,0.01,0.15,18777,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13097,32
3,2,003,1,1,36,1,1,0,0,0,0,25,0.01,0.15,32322,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13098,32
3,2,003,1,1,38,1,1,0,0,0,0,25,0.01,0.15,9894,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13099,32
3,2,003,1,1,37,0,2,0,0,0,0,25,0.01,0.15,16741,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13100,32
3,2,003,0,1,39,0,2,0,0,0,0,25,0.01,0.15,-2477,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13101,32
3,2,003,1,1,40,1,3,0,0,0,0,25,0.01,0.15,32161,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13102,32
3,2,003,1,1,39,1,2,0,0,0,0,25,0.01,0.15,-1404,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13103,32
3,2,003,1,1,40,1,3,0,0,0,0,25,0.01,0.15,19833,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13104,32
3,2,003,0,1,42,1,1,0,0,0,0,25,0.01,0.15,22127,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13105,32
3,2,003,0,1,40,0,3,0,0,0,0,25,0.01,0.15,43426,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13106,32
3,2,003,1,0,36,1,1,0,0,0,0,25,0.01,0.15,-13330,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13107,32
3,2,003,0,0,40,1,3,0,0,0,0,25,0.01,0.15,37358,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13108,32
3,2,003,1,1,39,1,3,0,0,0,0,25,0.01,0.15,23771,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13109,32
3,2,003,0,1,36,1,1,0,0,0,0,25,0.01,0.15,50323,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13110,32
3,2,003,1,1,36,1,2,0,0,0,0,25,0.01,0.15,69762,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13111,32
3,2,003,1,0,39,0,2,0,0,0,0,25,0.01,0.15,54141,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13112,32
3,2,003,1,1,41,0,1,0,0,0,0,25,0.01,0.15,99179,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13113,32
3,2,003,1,1,37,1,2,0,0,0,0,25,0.01,0.15,52285,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13114,32
3,2,003,1,1,35,0,1,0,0,0,0,25,0.01,0.15,47759,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13115,32
3,2,003,1,0,36,1,3,0,0,0,0,25,0.01,0.15,29380,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13116,32
3,2,003,1,1,37,0,2,0,0,0,0,25,0.01,0.15,46742,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13117,32
3,2,003,1,1,37,1,3,0,0,0,0,25,0.01,0.15,4545,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13118,32
3,2,003,1,1,37,1,2,0,0,0,0,25,0.01,0.15,37415,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13119,32
3,2,003,1,0,36,1,2,0,0,0,0,25,0.01,0.15,27790,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13120,32
3,2,003,1,1,35,0,0,0,0,0,0,25,0.01,0.15,69011,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13121,32
3,2,003,1,1,43,1,3,0,0,0,0,25,0.01,0.15,3891,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13122,32
3,2,003,1,0,38,1,1,0,0,1,1,25,0.01,0.15,31189,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13123,32
3,2,003,1,1,35,1,2,0,0,0,0,25,0.01,0.15,63215,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13124,32
3,2,003,0,1,38,1,1,0,0,0,0,25,0.01,0.15,-3910,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13125,32
3,2,003,1,0,41,0,2,0,0,0,0,25,0.01,0.15,93123,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13126,32
3,2,003,1,1,44,1,3,0,0,0,0,25,0.01,0.15,43342,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13127,32
3,2,003,1,0,35,0,3,0,0,0,0,25,0.01,0.15,15281,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13128,32
3,2,003,1,1,43,0,2,0,0,0,0,25,0.01,0.15,29325,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13129,32
3,2,003,1,1,43,1,3,0,0,0,0,25,0.01,0.15,35487,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13130,32
3,2,003,0,0,35,1,2,0,0,0,0,25,0.01,0.15,1257,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13131,32
3,2,003,1,1,41,1,2,0,0,0,1,25,0.01,0.15,53140,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13132,32
3,2,003,1,1,42,1,2,0,0,0,0,25,0.01,0.15,102944,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13133,32
3,2,003,1,1,36,1,1,0,0,0,0,25,0.01,0.15,5308,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13134,32
3,2,003,1,1,40,1,1,0,0,0,0,25,0.01,0.15,6474,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13135,32
3,2,003,1,0,39,1,2,0,0,0,0,25,0.01,0.15,5385,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13136,32
3,2,003,0,1,42,1,1,0,0,0,0,25,0.01,0.15,52151,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13137,32
3,2,003,1,1,44,1,3,0,0,0,0,25,0.01,0.15,-20514,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13138,32
3,2,003,1,1,38,1,2,0,0,0,0,25,0.01,0.15,61347,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13139,32
3,2,003,1,1,40,0,2,0,0,0,0,25,0.01,0.15,567,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13140,32
3,2,003,1,1,44,1,1,1,0,0,0,25,0.01,0.15,63336,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13141,32
3,2,003,1,1,42,1,3,0,0,0,0,25,0.01,0.15,46048,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13142,32
3,2,003,1,1,36,0,3,0,0,0,0,25,0.01,0.15,43209,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13143,32
3,2,003,1,1,41,0,3,0,0,0,0,25,0.01,0.15,-43010,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13144,32
3,2,003,1,1,43,1,3,0,0,0,0,25,0.01,0.15,29758,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13145,32
3,2,003,1,1,42,1,1,0,0,0,0,25,0.01,0.15,118,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13146,32
3,2,003,1,1,40,1,2,0,0,0,0,25,0.01,0.15,29923,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13147,32
3,2,003,1,1,35,1,1,0,0,0,0,25,0.01,0.15,30651,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13148,32
3,2,003,1,0,44,1,3,0,0,0,0,25,0.01,0.15,68676,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13149,32
3,2,003,0,1,42,1,2,0,0,0,0,25,0.01,0.15,34233,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13150,32
3,2,003,0,1,37,0,3,0,0,0,0,25,0.01,0.15,2407,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13151,32
3,2,003,1,1,43,0,3,0,0,0,0,25,0.01,0.15,1357,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13152,32
3,2,003,1,1,38,1,1,0,0,0,0,25,0.01,0.15,7703,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13153,32
3,2,003,1,1,40,1,3,0,0,0,1,25,0.01,0.15,44522,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13154,32
3,2,003,1,1,41,1,1,0,0,0,0,25,0.01,0.15,-14459,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13155,32
3,2,003,1,1,44,1,3,0,0,0,0,25,0.01,0.15,12231,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13156,32
3,2,003,1,1,44,1,3,0,0,0,1,25,0.01,0.15,32508,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13157,32
3,2,003,1,1,37,1,3,0,0,0,0,25,0.01,0.15,454,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13158,32
3,2,003,1,0,37,1,1,0,0,0,0,25,0.01,0.15,31407,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13159,32
3,2,003,0,1,42,1,2,0,0,0,0,25,0.01,0.15,109180,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13160,32
3,2,003,1,1,40,1,2,0,0,0,0,25,0.01,0.15,75198,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13161,32
3,2,003,0,1,36,0,3,0,0,0,0,25,0.01,0.15,-15009,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13162,32
3,2,003,1,1,44,0,2,0,0,0,0,25,0.01,0.15,74541,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13163,32
3,2,003,1,1,38,1,2,0,0,0,0,25,0.01,0.15,75682,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13164,32
3,2,003,1,1,38,0,3,0,0,1,0,25,0.01,0.15,56424,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13165,32
3,2,003,0,1,44,1,2,0,0,0,0,25,0.01,0.15,-33568,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13166,32
3,2,003,1,0,44,1,2,0,0,0,0,25,0.01,0.15,52424,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13167,32
3,2,003,1,1,41,1,3,0,0,0,0,25,0.01,0.15,42229,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13168,32
3,2,003,1,1,43,1,3,0,0,0,0,25,0.01,0.15,17433,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13169,32
3,2,003,0,1,43,1,1,0,0,0,0,25,0.01,0.15,68755,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13170,32
3,2,003,1,1,37,0,1,0,0,0,0,25,0.01,0.15,34099,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13171,32
3,2,003,1,1,35,1,2,0,0,0,0,25,0.01,0.15,-28916,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13172,32
3,2,003,1,1,44,1,3,0,0,0,0,25,0.01,0.15,-11026,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13173,32
3,2,003,1,1,37,1,3,0,0,0,1,25,0.01,0.15,42140,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13174,32
3,2,003,1,0,42,1,2,0,0,0,0,25,0.01,0.15,23175,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13175,32
3,2,003,0,0,42,1,2,0,0,0,0,25,0.01,0.15,43380,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13176,32
3,2,003,0,1,44,1,3,0,0,0,0,25,0.01,0.15,72665,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13177,32
3,2,003,1,1,40,0,2,0,0,0,0,25,0.01,0.15,25884,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13178,32
3,2,003,1,1,37,0,3,0,0,0,0,25,0.01,0.15,36106,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13179,32
3,2,003,1,1,35,1,2,0,0,0,0,25,0.01,0.15,25348,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13180,32
3,2,003,0,1,41,0,2,1,0,0,0,25,0.01,0.15,47090,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13181,32
3,2,003,1,1,35,1,2,0,0,0,1,25,0.01,0.15,40313,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13182,32
3,2,003,0,1,42,1,1,0,0,0,0,25,0.01,0.15,-21045,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13183,32
3,2,003,0,1,36,0,2,0,0,0,0,25,0.01,0.15,9604,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13184,32
3,2,003,1,0,39,1,2,0,0,0,0,25,0.01,0.15,42196,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13185,32
3,2,003,1,1,35,0,3,0,0,1,0,25,0.01,0.15,17940,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13186,32
3,2,003,1,1,37,1,2,0,0,0,0,25,0.01,0.15,2129,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13187,32
3,2,003,1,1,39,1,2,0,0,0,0,25,0.01,0.15,-43111,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13188,32
3,2,003,1,1,43,1,3,0,0,0,0,25,0.01,0.15,33251,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13189,32
3,2,003,1,0,43,1,2,0,0,0,0,25,0.01,0.15,74040,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13190,32
3,2,003,1,1,44,0,2,0,0,0,0,25,0.01,0.15,79411,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13191,32
3,2,003,1,1,41,1,3,0,0,0,0,25,0.01,0.15,96269,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13192,32
3,2,003,1,1,44,1,3,0,0,0,0,25,0.01,0.15,63492,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13193,32
3,2,003,1,1,44,1,2,0,0,0,0,25,0.01,0.15,18533,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13194,32
3,2,003,1,1,43,1,2,0,0,0,1,25,0.01,0.15,95959,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13195,32
3,2,003,1,0,40,1,2,0,0,0,0,25,0.01,0.15,71674,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13196,32
3,2,003,1,1,38,0,3,0,0,0,0,25,0.01,0.15,63636,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13197,32
3,2,003,1,1,40,1,2,0,0,0,0,25,0.01,0.15,49381,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13198,32
3,2,003,1,1,40,1,2,0,0,0,0,25,0.01,0.15,76084,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13199,32
3,2,003,1,1,42,1,2,0,0,0,0,25,0.01,0.15,47683,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13200,32
3,2,003,1,1,42,0,2,0,0,0,1,25,0.01,0.15,35751,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13201,32
3,2,003,1,1,37,0,3,0,0,0,0,25,0.01,0.15,30547,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13202,32
3,2,003,1,1,39,1,2,0,0,0,0,25,0.01,0.15,66958,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13203,32
3,2,003,1,1,37,1,2,0,0,0,0,25,0.01,0.15,-6387,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13204,32
3,2,003,0,1,37,1,2,0,0,0,0,25,0.01,0.15,25593,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13205,32
3,2,003,1,1,36,1,3,0,0,0,0,25,0.01,0.15,-2353,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13206,32
3,2,003,1,1,44,0,2,0,0,0,0,25,0.01,0.15,42337,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13207,32
3,2,003,0,1,41,1,3,0,0,0,0,25,0.01,0.15,65487,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13208,32
3,2,003,1,1,35,0,3,0,0,0,0,25,0.01,0.15,28506,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13209,32
3,2,003,1,1,41,0,1,0,0,0,0,25,0.01,0.15,68772,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13210,32
3,2,003,1,1,35,1,2,0,0,0,0,25,0.01,0.15,45576,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13211,32
3,2,003,1,1,37,1,2,0,0,0,0,25,0.01,0.15,47853,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13212,32
3,2,003,0,1,37,1,1,0,0,0,0,25,0.01,0.15,76066,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13213,32
3,2,003,1,1,38,1,2,0,0,0,0,25,0.01,0.15,32358,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13214,32
3,2,003,1,0,42,1,3,0,0,0,0,25,0.01,0.15,9258,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13215,32
3,2,003,1,1,41,1,1,0,0,0,0,25,0.01,0.15,54237,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13216,32
3,2,003,1,1,42,1,3,0,0,0,1,25,0.01,0.15,66950,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13217,32
3,2,003,1,1,42,1,3,0,0,0,0,25,0.01,0.15,72488,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13218,32
3,2,003,0,1,41,0,2,0,0,0,0,25,0.01,0.15,62233,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13219,32
3,2,003,0,1,43,1,1,0,0,0,0,25,0.01,0.15,47304,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13220,32
3,2,003,1,0,41,1,1,0,0,0,0,25,0.01,0.15,37361,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13221,32
3,2,003,1,1,37,0,2,0,0,0,0,25,0.01,0.15,9488,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13222,32
3,2,003,0,1,39,1,2,0,0,0,0,25,0.01,0.15,70197,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13223,32
3,2,003,1,1,42,0,3,0,0,0,0,25,0.01,0.15,50190,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13224,32
3,2,003,1,1,43,1,2,0,0,0,0,25,0.01,0.15,82118,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13225,32
3,2,003,1,1,36,1,2,0,0,0,0,25,0.01,0.15,44394,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13226,32
3,2,003,1,0,44,1,2,0,0,0,0,25,0.01,0.15,32098,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13227,32
3,2,003,0,1,41,0,3,0,0,0,0,25,0.01,0.15,-6165,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13228,32
3,2,003,1,1,41,1,3,0,0,0,0,25,0.01,0.15,59064,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13229,32
3,2,003,1,1,38,0,2,0,0,0,0,25,0.01,0.15,-4725,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13230,32
3,2,003,1,1,39,1,3,0,0,0,0,25,0.01,0.15,32196,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13231,32
3,2,003,1,1,43,0,3,0,0,0,0,25,0.01,0.15,25511,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13232,32
3,2,003,1,1,40,0,1,0,0,0,0,25,0.01,0.15,1596,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13233,32
3,2,003,0,1,38,1,2,0,0,0,0,25,0.01,0.15,68084,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13234,32
3,2,003,1,1,41,1,3,0,0,0,0,25,0.01,0.15,34239,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13235,32
3,2,003,1,1,41,1,1,0,0,0,0,25,0.01,0.15,48250,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13236,32
3,2,003,1,1,40,1,1,0,0,0,0,25,0.01,0.15,25095,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13237,32
3,2,003,1,0,43,1,1,0,0,0,0,25,0.01,0.15,40018,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13238,32
3,2,003,1,1,36,1,2,0,0,0,0,25,0.01,0.15,-18741,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13239,32
3,2,003,1,0,38,0,1,0,0,0,0,25,0.01,0.15,73325,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13240,32
3,2,003,1,1,41,1,3,0,0,0,0,25,0.01,0.15,30459,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13241,32
3,2,003,1,1,42,1,1,0,0,0,0,25,0.01,0.15,31158,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13242,32
3,2,003,1,1,35,1,3,0,0,0,0,25,0.01,0.15,78555,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13243,32
3,2,003,1,1,43,1,2,0,0,0,0,25,0.01,0.15,-7074,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13244,32
3,2,003,0,1,37,1,3,0,0,0,0,25,0.01,0.15,106254,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,0,217.5,13245,32
3,2,003,1,1,38,1,3,0,0,0,0,25,0.01,0.15,67689,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13246,32
3,2,003,1,1,44,1,2,0,0,1,0,25,0.01,0.15,105365,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13247,32
3,2,003,1,1,38,1,3,0,0,0,0,25,0.01,0.15,41590,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13248,32
3,2,003,1,1,44,1,0,0,0,0,0,25,0.01,0.15,72047,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13249,32
3,2,003,1,1,39,1,2,0,0,0,0,25,0.01,0.15,64990,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13250,32
3,2,003,0,1,40,1,3,0,0,0,0,25,0.01,0.15,47658,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13251,32
3,2,003,1,1,40,0,3,0,0,0,0,25,0.01,0.15,13819,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13252,32
3,2,003,1,1,43,1,2,0,0,0,0,25,0.01,0.15,60589,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13253,32
3,2,003,1,1,41,1,3,0,0,0,0,25,0.01,0.15,23653,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13254,32
3,2,003,1,1,43,1,3,0,0,0,0,25,0.01,0.15,48721,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13255,32
3,2,003,1,1,38,1,2,0,0,0,0,25,0.01,0.15,69876,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13256,32
3,2,003,1,1,39,1,1,0,0,1,0,25,0.01,0.15,52299,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13257,32
3,2,003,0,1,38,1,2,0,0,0,0,25,0.01,0.15,12854,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13258,32
3,2,003,0,1,40,1,2,0,0,0,0,25,0.01,0.15,49760,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13259,32
3,2,003,0,1,39,1,2,0,0,0,0,25,0.01,0.15,75347,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13260,32
3,2,003,1,1,44,1,2,0,0,0,0,25,0.01,0.15,49042,0.09,0.1,0.01,0.03,0.01,0.9,2,0.7,2,5,7,3,,,13261,32
